74,0.8055555555555556
99,0.8333333333333334
35,0.8333333333333334
76,1.0
144,1.0
210,0.8055555555555556
279,0.8333333333333334
119,0.7777777777777778
401,1.0
355,1.0
449,1.0
407,1.0
415,0.9722222222222222
462,0.8888888888888888
726,1.0
640,0.9722222222222222
603,0.9722222222222222
614,0.8333333333333334
722,0.8055555555555556
761,1.0
790,0.9722222222222222
854,1.0
1026,1.0
1007,0.9722222222222222
1185,0.9722222222222222
1092,0.9166666666666666
1019,1.0
1108,0.9166666666666666
1307,0.8611111111111112
1192,0.8333333333333334
1217,0.8611111111111112
1300,0.7777777777777778
1421,0.9444444444444444
1461,0.9722222222222222
1410,1.0
1345,0.8888888888888888
1414,0.8888888888888888
1350,1.0
1310,0.9722222222222222
1468,1.0
1218,0.8611111111111112
1576,1.0
1294,0.9722222222222222
1293,0.7777777777777778
1347,0.8611111111111112
1591,0.7777777777777778
1867,0.8888888888888888
1752,0.8888888888888888
1781,1.0
1548,0.9166666666666666
2090,0.8888888888888888
2121,0.9444444444444444
2196,1.0
1838,0.7777777777777778
2122,0.9166666666666666
2072,0.8055555555555556
2227,0.9166666666666666
2322,1.0
2515,0.9166666666666666
2592,0.9444444444444444
2296,0.9722222222222222
2671,0.9166666666666666
2624,0.8611111111111112
2526,0.8333333333333334
2822,1.0
2614,0.9166666666666666
2183,0.8055555555555556
2168,0.8611111111111112
2326,0.8611111111111112
2722,0.7777777777777778
2897,0.9722222222222222
2436,0.8611111111111112
2845,0.9166666666666666
2836,0.8888888888888888
2535,0.9722222222222222
2954,0.8333333333333334
2878,1.0
2669,0.7777777777777778
3267,0.8888888888888888
2994,0.8333333333333334
2768,0.7777777777777778
3114,0.8611111111111112
3593,0.9722222222222222
2872,0.8333333333333334
3292,0.8611111111111112
3730,0.9444444444444444
3890,0.9722222222222222
3840,1.0
3538,0.7777777777777778
3854,0.9722222222222222
3508,0.8333333333333334
3705,0.9166666666666666
3746,1.0
3916,0.7777777777777778
4171,1.0
4078,1.0
3776,0.8888888888888888
4131,1.0
3997,0.9166666666666666
4256,0.9722222222222222
4264,0.9722222222222222
4320,0.9166666666666666
4770,0.9722222222222222
4546,0.8888888888888888
4025,1.0
4610,0.7777777777777778
4447,0.7777777777777778
4864,1.0
5340,0.8611111111111112
5122,0.7777777777777778
5321,0.8888888888888888
5216,0.8055555555555556
4878,0.8888888888888888
5491,1.0
5227,0.9166666666666666
5692,0.7777777777777778
5295,0.7777777777777778
5647,1.0
5662,0.8333333333333334
5922,0.8055555555555556
6293,0.8888888888888888
6146,1.0
6267,0.9722222222222222
6111,1.0
6021,0.8888888888888888
5910,0.8333333333333334
6444,0.8055555555555556
5672,1.0
5778,0.8055555555555556
6367,0.9722222222222222
5785,0.8333333333333334
6356,1.0
6268,0.9722222222222222
6667,1.0
